date,state,parlimen,sex,age,ethnicity,population
2020-01-01,Johor,P.165 Tanjung Piai,male,overall,overall,50.425
2021-01-01,Johor,P.165 Tanjung Piai,both,overall,overall,91.8
2021-01-01,Johor,P.165 Tanjung Piai,both,overall,citizen,83.3
2021-01-01,Johor,P.165 Tanjung Piai,both,overall,noncitizen,8.4
2021-01-01,Johor,P.165 Tanjung Piai,female,overall,overall,41.4
2021-01-01,Johor,P.165 Tanjung Piai,male,overall,overall,50.4
2022-01-01,Johor,P.165 Tanjung Piai,both,overall,overall,91.8
2022-01-01,Johor,P.165 Tanjung Piai,both,overall,citizen,84.0
2022-01-01,Johor,P.165 Tanjung Piai,both,overall,noncitizen,7.8
2022-01-01,Johor,P.165 Tanjung Piai,female,overall,overall,41.6
2022-01-01,Johor,P.165 Tanjung Piai,male,overall,overall,50.2
2020-01-01,W.P. Labuan,P.166 Labuan,both,overall,overall,95.12
2020-01-01,W.P. Labuan,P.166 Labuan,both,overall,citizen,84.288
2020-01-01,W.P. Labuan,P.166 Labuan,both,overall,noncitizen,10.832
2020-01-01,W.P. Labuan,P.166 Labuan,female,overall,overall,46.23
2020-01-01,W.P. Labuan,P.166 Labuan,male,overall,overall,48.89
2021-01-01,W.P. Labuan,P.166 Labuan,both,overall,overall,96.0
2021-01-01,W.P. Labuan,P.166 Labuan,both,overall,citizen,85.6
2021-01-01,W.P. Labuan,P.166 Labuan,both,overall,noncitizen,10.4
2021-01-01,W.P. Labuan,P.166 Labuan,female,overall,overall,46.6
2021-01-01,W.P. Labuan,P.166 Labuan,male,overall,overall,49.4
2022-01-01,W.P. Labuan,P.166 Labuan,both,overall,overall,96.8
2022-01-01,W.P. Labuan,P.166 Labuan,both,overall,citizen,86.9
2022-01-01,W.P. Labuan,P.166 Labuan,both,overall,noncitizen,9.9
2022-01-01,W.P. Labuan,P.166 Labuan,female,overall,overall,47.0
2022-01-01,W.P. Labuan,P.166 Labuan,male,overall,overall,49.8
2020-01-01,Sabah,P.167 Kudat,both,overall,overall,92.554
2020-01-01,Sabah,P.167 Kudat,both,overall,citizen,83.634
2020-01-01,Sabah,P.167 Kudat,both,overall,noncitizen,8.92
2020-01-01,Sabah,P.167 Kudat,female,overall,overall,45.224
2020-01-01,Sabah,P.167 Kudat,male,overall,overall,47.33
2021-01-01,Sabah,P.167 Kudat,both,overall,overall,92.4
2021-01-01,Sabah,P.167 Kudat,both,overall,citizen,83.9
2021-01-01,Sabah,P.167 Kudat,both,overall,noncitizen,8.5
2021-01-01,Sabah,P.167 Kudat,female,overall,overall,45.1
2021-01-01,Sabah,P.167 Kudat,male,overall,overall,47.3
2022-01-01,Sabah,P.167 Kudat,both,overall,overall,91.8
2022-01-01,Sabah,P.167 Kudat,both,overall,citizen,84.0
2022-01-01,Sabah,P.167 Kudat,both,overall,noncitizen,7.8
2022-01-01,Sabah,P.167 Kudat,female,overall,overall,44.8
2022-01-01,Sabah,P.167 Kudat,male,overall,overall,47.0
2020-01-01,Sabah,P.168 Kota Marudu,both,overall,overall,99.998
2020-01-01,Sabah,P.168 Kota Marudu,both,overall,citizen,96.192
2020-01-01,Sabah,P.168 Kota Marudu,both,overall,noncitizen,3.806
2020-01-01,Sabah,P.168 Kota Marudu,female,overall,overall,48.77
2020-01-01,Sabah,P.168 Kota Marudu,male,overall,overall,51.228
2021-01-01,Sabah,P.168 Kota Marudu,both,overall,overall,99.8
2021-01-01,Sabah,P.168 Kota Marudu,both,overall,citizen,96.2
2021-01-01,Sabah,P.168 Kota Marudu,both,overall,noncitizen,3.6
2021-01-01,Sabah,P.168 Kota Marudu,female,overall,overall,48.6
2021-01-01,Sabah,P.168 Kota Marudu,male,overall,overall,51.2
2022-01-01,Sabah,P.168 Kota Marudu,both,overall,overall,99.2
2022-01-01,Sabah,P.168 Kota Marudu,both,overall,citizen,95.9
2022-01-01,Sabah,P.168 Kota Marudu,both,overall,noncitizen,3.3
2022-01-01,Sabah,P.168 Kota Marudu,female,overall,overall,48.4
2022-01-01,Sabah,P.168 Kota Marudu,male,overall,overall,50.8
2020-01-01,Sabah,P.169 Kota Belud,both,overall,overall,107.243
2020-01-01,Sabah,P.169 Kota Belud,both,overall,citizen,103.17
2020-01-01,Sabah,P.169 Kota Belud,both,overall,noncitizen,4.073
2020-01-01,Sabah,P.169 Kota Belud,female,overall,overall,53.298
2020-01-01,Sabah,P.169 Kota Belud,male,overall,overall,53.945
2021-01-01,Sabah,P.169 Kota Belud,both,overall,overall,107.1
2021-01-01,Sabah,P.169 Kota Belud,both,overall,citizen,103.2
2021-01-01,Sabah,P.169 Kota Belud,both,overall,noncitizen,3.8
2021-01-01,Sabah,P.169 Kota Belud,female,overall,overall,53.1
2021-01-01,Sabah,P.169 Kota Belud,male,overall,overall,53.9
2022-01-01,Sabah,P.169 Kota Belud,both,overall,overall,106.4
2022-01-01,Sabah,P.169 Kota Belud,both,overall,citizen,102.8
2022-01-01,Sabah,P.169 Kota Belud,both,overall,noncitizen,3.5
2022-01-01,Sabah,P.169 Kota Belud,female,overall,overall,52.8
2022-01-01,Sabah,P.169 Kota Belud,male,overall,overall,53.5
2020-01-01,Sabah,P.170 Tuaran,both,overall,overall,134.976
2020-01-01,Sabah,P.170 Tuaran,both,overall,citizen,127.406
2020-01-01,Sabah,P.170 Tuaran,both,overall,noncitizen,7.57
2020-01-01,Sabah,P.170 Tuaran,female,overall,overall,66.436
2020-01-01,Sabah,P.170 Tuaran,male,overall,overall,68.54
2021-01-01,Sabah,P.170 Tuaran,both,overall,overall,134.7
2021-01-01,Sabah,P.170 Tuaran,both,overall,citizen,127.6
2021-01-01,Sabah,P.170 Tuaran,both,overall,noncitizen,7.1
2021-01-01,Sabah,P.170 Tuaran,female,overall,overall,66.2
2021-01-01,Sabah,P.170 Tuaran,male,overall,overall,68.5
2022-01-01,Sabah,P.170 Tuaran,both,overall,overall,133.9
2022-01-01,Sabah,P.170 Tuaran,both,overall,citizen,127.3
2022-01-01,Sabah,P.170 Tuaran,both,overall,noncitizen,6.6
2022-01-01,Sabah,P.170 Tuaran,female,overall,overall,65.9
2022-01-01,Sabah,P.170 Tuaran,male,overall,overall,68.0
2020-01-01,Sabah,P.171 Sepanggar,both,overall,overall,336.253
2020-01-01,Sabah,P.171 Sepanggar,both,overall,citizen,280.746
2020-01-01,Sabah,P.171 Sepanggar,both,overall,noncitizen,55.507
2020-01-01,Sabah,P.171 Sepanggar,female,overall,overall,164.753
2020-01-01,Sabah,P.171 Sepanggar,male,overall,overall,171.5
2021-01-01,Sabah,P.171 Sepanggar,both,overall,overall,335.6
2021-01-01,Sabah,P.171 Sepanggar,both,overall,citizen,282.8
2021-01-01,Sabah,P.171 Sepanggar,both,overall,noncitizen,52.8
2021-01-01,Sabah,P.171 Sepanggar,female,overall,overall,164.2
2021-01-01,Sabah,P.171 Sepanggar,male,overall,overall,171.5
2022-01-01,Sabah,P.171 Sepanggar,both,overall,overall,333.5
2022-01-01,Sabah,P.171 Sepanggar,both,overall,citizen,284.3
2022-01-01,Sabah,P.171 Sepanggar,both,overall,noncitizen,49.2
2022-01-01,Sabah,P.171 Sepanggar,female,overall,overall,163.3
2022-01-01,Sabah,P.171 Sepanggar,male,overall,overall,170.2
2020-01-01,Sabah,P.172 Kota Kinabalu,both,overall,overall,114.202
2020-01-01,Sabah,P.172 Kota Kinabalu,both,overall,citizen,95.46
2020-01-01,Sabah,P.172 Kota Kinabalu,both,overall,noncitizen,18.742
2020-01-01,Sabah,P.172 Kota Kinabalu,female,overall,overall,55.021
2020-01-01,Sabah,P.172 Kota Kinabalu,male,overall,overall,59.181
2021-01-01,Sabah,P.172 Kota Kinabalu,both,overall,overall,114.0
2021-01-01,Sabah,P.172 Kota Kinabalu,both,overall,citizen,96.1
2021-01-01,Sabah,P.172 Kota Kinabalu,both,overall,noncitizen,17.9
2021-01-01,Sabah,P.172 Kota Kinabalu,female,overall,overall,54.8
2021-01-01,Sabah,P.172 Kota Kinabalu,male,overall,overall,59.2
2022-01-01,Sabah,P.172 Kota Kinabalu,both,overall,overall,113.3
2022-01-01,Sabah,P.172 Kota Kinabalu,both,overall,citizen,96.5
2022-01-01,Sabah,P.172 Kota Kinabalu,both,overall,noncitizen,16.8
2022-01-01,Sabah,P.172 Kota Kinabalu,female,overall,overall,54.5
2022-01-01,Sabah,P.172 Kota Kinabalu,male,overall,overall,58.7
2020-01-01,Sabah,P.173 Putatan,both,overall,overall,115.203
2020-01-01,Sabah,P.173 Putatan,both,overall,citizen,98.121
2020-01-01,Sabah,P.173 Putatan,both,overall,noncitizen,17.082
2020-01-01,Sabah,P.173 Putatan,female,overall,overall,56.118
2020-01-01,Sabah,P.173 Putatan,male,overall,overall,59.085
2021-01-01,Sabah,P.173 Putatan,both,overall,overall,115.0
2021-01-01,Sabah,P.173 Putatan,both,overall,citizen,98.7
2021-01-01,Sabah,P.173 Putatan,both,overall,noncitizen,16.3
2021-01-01,Sabah,P.173 Putatan,female,overall,overall,55.9
2021-01-01,Sabah,P.173 Putatan,male,overall,overall,59.1
2022-01-01,Sabah,P.173 Putatan,both,overall,overall,114.3
2022-01-01,Sabah,P.173 Putatan,both,overall,citizen,99.1
2022-01-01,Sabah,P.173 Putatan,both,overall,noncitizen,15.2
2022-01-01,Sabah,P.173 Putatan,female,overall,overall,55.6
2022-01-01,Sabah,P.173 Putatan,male,overall,overall,58.6
2020-01-01,Sabah,P.174 Penampang,both,overall,overall,178.499
2020-01-01,Sabah,P.174 Penampang,both,overall,citizen,158.591
2020-01-01,Sabah,P.174 Penampang,both,overall,noncitizen,19.908
2020-01-01,Sabah,P.174 Penampang,female,overall,overall,83.642
2020-01-01,Sabah,P.174 Penampang,male,overall,overall,94.857
2021-01-01,Sabah,P.174 Penampang,both,overall,overall,178.2
2021-01-01,Sabah,P.174 Penampang,both,overall,citizen,159.3
2021-01-01,Sabah,P.174 Penampang,both,overall,noncitizen,18.9
2021-01-01,Sabah,P.174 Penampang,female,overall,overall,83.3
2021-01-01,Sabah,P.174 Penampang,male,overall,overall,94.8
2022-01-01,Sabah,P.174 Penampang,both,overall,overall,177.0
2022-01-01,Sabah,P.174 Penampang,both,overall,citizen,159.5
2022-01-01,Sabah,P.174 Penampang,both,overall,noncitizen,17.6
2022-01-01,Sabah,P.174 Penampang,female,overall,overall,82.9
2022-01-01,Sabah,P.174 Penampang,male,overall,overall,94.1
2020-01-01,Sabah,P.175 Papar,both,overall,overall,106.765
2020-01-01,Sabah,P.175 Papar,both,overall,citizen,98.452
2020-01-01,Sabah,P.175 Papar,both,overall,noncitizen,8.313
2020-01-01,Sabah,P.175 Papar,female,overall,overall,50.581
2020-01-01,Sabah,P.175 Papar,male,overall,overall,56.184
2021-01-01,Sabah,P.175 Papar,both,overall,overall,106.6
2021-01-01,Sabah,P.175 Papar,both,overall,citizen,98.7
2021-01-01,Sabah,P.175 Papar,both,overall,noncitizen,7.9
2021-01-01,Sabah,P.175 Papar,female,overall,overall,50.4
2021-01-01,Sabah,P.175 Papar,male,overall,overall,56.2
2022-01-01,Sabah,P.175 Papar,both,overall,overall,105.9
2022-01-01,Sabah,P.175 Papar,both,overall,citizen,98.6
2022-01-01,Sabah,P.175 Papar,both,overall,noncitizen,7.3
2022-01-01,Sabah,P.175 Papar,female,overall,overall,50.1
2022-01-01,Sabah,P.175 Papar,male,overall,overall,55.7
2020-01-01,Sabah,P.176 Kimanis,both,overall,overall,50.408
2020-01-01,Sabah,P.176 Kimanis,both,overall,citizen,45.85
2020-01-01,Sabah,P.176 Kimanis,both,overall,noncitizen,4.558
2020-01-01,Sabah,P.176 Kimanis,female,overall,overall,24.422
2020-01-01,Sabah,P.176 Kimanis,male,overall,overall,25.986
2021-01-01,Sabah,P.176 Kimanis,both,overall,overall,50.3
2021-01-01,Sabah,P.176 Kimanis,both,overall,citizen,46.0
2021-01-01,Sabah,P.176 Kimanis,both,overall,noncitizen,4.3
2021-01-01,Sabah,P.176 Kimanis,female,overall,overall,24.3
2021-01-01,Sabah,P.176 Kimanis,male,overall,overall,26.0
2022-01-01,Sabah,P.176 Kimanis,both,overall,overall,50.0
2022-01-01,Sabah,P.176 Kimanis,both,overall,citizen,46.0
2022-01-01,Sabah,P.176 Kimanis,both,overall,noncitizen,4.0
2022-01-01,Sabah,P.176 Kimanis,female,overall,overall,24.2
2022-01-01,Sabah,P.176 Kimanis,male,overall,overall,25.8
2020-01-01,Sabah,P.177 Beaufort,both,overall,overall,52.107
2020-01-01,Sabah,P.177 Beaufort,both,overall,citizen,48.502
2020-01-01,Sabah,P.177 Beaufort,both,overall,noncitizen,3.605
2020-01-01,Sabah,P.177 Beaufort,female,overall,overall,25.717
2020-01-01,Sabah,P.177 Beaufort,male,overall,overall,26.39
2021-01-01,Sabah,P.177 Beaufort,both,overall,overall,52.0
2021-01-01,Sabah,P.177 Beaufort,both,overall,citizen,48.6
2021-01-01,Sabah,P.177 Beaufort,both,overall,noncitizen,3.4
2021-01-01,Sabah,P.177 Beaufort,female,overall,overall,25.6
2021-01-01,Sabah,P.177 Beaufort,male,overall,overall,26.4
2022-01-01,Sabah,P.177 Beaufort,both,overall,overall,51.7
2022-01-01,Sabah,P.177 Beaufort,both,overall,citizen,48.5
2022-01-01,Sabah,P.177 Beaufort,both,overall,noncitizen,3.2
2022-01-01,Sabah,P.177 Beaufort,female,overall,overall,25.5
2022-01-01,Sabah,P.177 Beaufort,male,overall,overall,26.2
2020-01-01,Sabah,P.178 Sipitang,both,overall,overall,66.583
2020-01-01,Sabah,P.178 Sipitang,both,overall,citizen,60.458
2020-01-01,Sabah,P.178 Sipitang,both,overall,noncitizen,6.125
2020-01-01,Sabah,P.178 Sipitang,female,overall,overall,32.194
2020-01-01,Sabah,P.178 Sipitang,male,overall,overall,34.389
2021-01-01,Sabah,P.178 Sipitang,both,overall,overall,66.5
2021-01-01,Sabah,P.178 Sipitang,both,overall,citizen,60.7
2021-01-01,Sabah,P.178 Sipitang,both,overall,noncitizen,5.8
2021-01-01,Sabah,P.178 Sipitang,female,overall,overall,32.1
2021-01-01,Sabah,P.178 Sipitang,male,overall,overall,34.4
2022-01-01,Sabah,P.178 Sipitang,both,overall,overall,66.0
2022-01-01,Sabah,P.178 Sipitang,both,overall,citizen,60.7
2022-01-01,Sabah,P.178 Sipitang,both,overall,noncitizen,5.4
2022-01-01,Sabah,P.178 Sipitang,female,overall,overall,31.9
2022-01-01,Sabah,P.178 Sipitang,male,overall,overall,34.1
2020-01-01,Sabah,P.179 Ranau,both,overall,overall,86.084
2020-01-01,Sabah,P.179 Ranau,both,overall,citizen,79.745
2020-01-01,Sabah,P.179 Ranau,both,overall,noncitizen,6.339
2020-01-01,Sabah,P.179 Ranau,female,overall,overall,41.425
2020-01-01,Sabah,P.179 Ranau,male,overall,overall,44.659
2021-01-01,Sabah,P.179 Ranau,both,overall,overall,85.9
2021-01-01,Sabah,P.179 Ranau,both,overall,citizen,79.9
2021-01-01,Sabah,P.179 Ranau,both,overall,noncitizen,6.0
2021-01-01,Sabah,P.179 Ranau,female,overall,overall,41.3
2021-01-01,Sabah,P.179 Ranau,male,overall,overall,44.7
2022-01-01,Sabah,P.179 Ranau,both,overall,overall,85.4
2022-01-01,Sabah,P.179 Ranau,both,overall,citizen,79.9
2022-01-01,Sabah,P.179 Ranau,both,overall,noncitizen,5.5
2022-01-01,Sabah,P.179 Ranau,female,overall,overall,41.1
2022-01-01,Sabah,P.179 Ranau,male,overall,overall,44.3
2020-01-01,Sabah,P.180 Keningau,both,overall,overall,129.882
2020-01-01,Sabah,P.180 Keningau,both,overall,citizen,117.554
2020-01-01,Sabah,P.180 Keningau,both,overall,noncitizen,12.328
2020-01-01,Sabah,P.180 Keningau,female,overall,overall,63.487
2020-01-01,Sabah,P.180 Keningau,male,overall,overall,66.395
2021-01-01,Sabah,P.180 Keningau,both,overall,overall,129.6
2021-01-01,Sabah,P.180 Keningau,both,overall,citizen,118.0
2021-01-01,Sabah,P.180 Keningau,both,overall,noncitizen,11.7
2021-01-01,Sabah,P.180 Keningau,female,overall,overall,63.3
2021-01-01,Sabah,P.180 Keningau,male,overall,overall,66.4
2022-01-01,Sabah,P.180 Keningau,both,overall,overall,128.8
2022-01-01,Sabah,P.180 Keningau,both,overall,citizen,118.0
2022-01-01,Sabah,P.180 Keningau,both,overall,noncitizen,10.8
2022-01-01,Sabah,P.180 Keningau,female,overall,overall,62.9
2022-01-01,Sabah,P.180 Keningau,male,overall,overall,65.9
2020-01-01,Sabah,P.181 Tenom,both,overall,overall,50.23
2020-01-01,Sabah,P.181 Tenom,both,overall,citizen,48.026
2020-01-01,Sabah,P.181 Tenom,both,overall,noncitizen,2.204
2020-01-01,Sabah,P.181 Tenom,female,overall,overall,24.424
2020-01-01,Sabah,P.181 Tenom,male,overall,overall,25.806
2021-01-01,Sabah,P.181 Tenom,both,overall,overall,50.1
2021-01-01,Sabah,P.181 Tenom,both,overall,citizen,48.1
2021-01-01,Sabah,P.181 Tenom,both,overall,noncitizen,2.1
2021-01-01,Sabah,P.181 Tenom,female,overall,overall,24.3
2021-01-01,Sabah,P.181 Tenom,male,overall,overall,25.8
2022-01-01,Sabah,P.181 Tenom,both,overall,overall,49.8
2022-01-01,Sabah,P.181 Tenom,both,overall,citizen,47.9
2022-01-01,Sabah,P.181 Tenom,both,overall,noncitizen,1.9
2022-01-01,Sabah,P.181 Tenom,female,overall,overall,24.2
2022-01-01,Sabah,P.181 Tenom,male,overall,overall,25.6
2020-01-01,Sabah,P.182 Pensiangan,both,overall,overall,82.499
2020-01-01,Sabah,P.182 Pensiangan,both,overall,citizen,73.991
2020-01-01,Sabah,P.182 Pensiangan,both,overall,noncitizen,8.508
2020-01-01,Sabah,P.182 Pensiangan,female,overall,overall,39.023
2020-01-01,Sabah,P.182 Pensiangan,male,overall,overall,43.476
2021-01-01,Sabah,P.182 Pensiangan,both,overall,overall,82.4
2021-01-01,Sabah,P.182 Pensiangan,both,overall,citizen,74.3
2021-01-01,Sabah,P.182 Pensiangan,both,overall,noncitizen,8.1
2021-01-01,Sabah,P.182 Pensiangan,female,overall,overall,38.9
2021-01-01,Sabah,P.182 Pensiangan,male,overall,overall,43.5
2022-01-01,Sabah,P.182 Pensiangan,both,overall,overall,81.8
2022-01-01,Sabah,P.182 Pensiangan,both,overall,citizen,74.3
2022-01-01,Sabah,P.182 Pensiangan,both,overall,noncitizen,7.5
2022-01-01,Sabah,P.182 Pensiangan,female,overall,overall,38.7
2022-01-01,Sabah,P.182 Pensiangan,male,overall,overall,43.1
2020-01-01,Sabah,P.183 Beluran,both,overall,overall,101.066
2020-01-01,Sabah,P.183 Beluran,both,overall,citizen,59.032
2020-01-01,Sabah,P.183 Beluran,both,overall,noncitizen,42.034
2020-01-01,Sabah,P.183 Beluran,female,overall,overall,46.354
2020-01-01,Sabah,P.183 Beluran,male,overall,overall,54.712
2021-01-01,Sabah,P.183 Beluran,both,overall,overall,100.9
2021-01-01,Sabah,P.183 Beluran,both,overall,citizen,60.3
2021-01-01,Sabah,P.183 Beluran,both,overall,noncitizen,40.6
2021-01-01,Sabah,P.183 Beluran,female,overall,overall,46.2
2021-01-01,Sabah,P.183 Beluran,male,overall,overall,54.7
2022-01-01,Sabah,P.183 Beluran,both,overall,overall,100.2
2022-01-01,Sabah,P.183 Beluran,both,overall,citizen,61.8
2022-01-01,Sabah,P.183 Beluran,both,overall,noncitizen,38.5
2022-01-01,Sabah,P.183 Beluran,female,overall,overall,46.0
2022-01-01,Sabah,P.183 Beluran,male,overall,overall,54.3
2020-01-01,Sabah,P.184 Libaran,both,overall,overall,171.452
2020-01-01,Sabah,P.184 Libaran,both,overall,citizen,122.828
2020-01-01,Sabah,P.184 Libaran,both,overall,noncitizen,48.624
2020-01-01,Sabah,P.184 Libaran,female,overall,overall,84.237
2020-01-01,Sabah,P.184 Libaran,male,overall,overall,87.215
2021-01-01,Sabah,P.184 Libaran,both,overall,overall,171.1
2021-01-01,Sabah,P.184 Libaran,both,overall,citizen,124.5
2021-01-01,Sabah,P.184 Libaran,both,overall,noncitizen,46.7
2021-01-01,Sabah,P.184 Libaran,female,overall,overall,83.9
2021-01-01,Sabah,P.184 Libaran,male,overall,overall,87.2
2022-01-01,Sabah,P.184 Libaran,both,overall,overall,170.1
2022-01-01,Sabah,P.184 Libaran,both,overall,citizen,126.0
2022-01-01,Sabah,P.184 Libaran,both,overall,noncitizen,44.0
2022-01-01,Sabah,P.184 Libaran,female,overall,overall,83.5
2022-01-01,Sabah,P.184 Libaran,male,overall,overall,86.5
2020-01-01,Sabah,P.185 Batu Sapi,both,overall,overall,119.698
2020-01-01,Sabah,P.185 Batu Sapi,both,overall,citizen,85.136
2020-01-01,Sabah,P.185 Batu Sapi,both,overall,noncitizen,34.562
2020-01-01,Sabah,P.185 Batu Sapi,female,overall,overall,57.19
2020-01-01,Sabah,P.185 Batu Sapi,male,overall,overall,62.508
2021-01-01,Sabah,P.185 Batu Sapi,both,overall,overall,119.5
2021-01-01,Sabah,P.185 Batu Sapi,both,overall,citizen,86.4
2021-01-01,Sabah,P.185 Batu Sapi,both,overall,noncitizen,33.1
2021-01-01,Sabah,P.185 Batu Sapi,female,overall,overall,57.0
2021-01-01,Sabah,P.185 Batu Sapi,male,overall,overall,62.5
2022-01-01,Sabah,P.185 Batu Sapi,both,overall,overall,118.7
2022-01-01,Sabah,P.185 Batu Sapi,both,overall,citizen,87.6
2022-01-01,Sabah,P.185 Batu Sapi,both,overall,noncitizen,31.1
2022-01-01,Sabah,P.185 Batu Sapi,female,overall,overall,56.7
2022-01-01,Sabah,P.185 Batu Sapi,male,overall,overall,62.0
2020-01-01,Sabah,P.186 Sandakan,both,overall,overall,121.672
2020-01-01,Sabah,P.186 Sandakan,both,overall,citizen,82.111
2020-01-01,Sabah,P.186 Sandakan,both,overall,noncitizen,39.561
2020-01-01,Sabah,P.186 Sandakan,female,overall,overall,59.327
2020-01-01,Sabah,P.186 Sandakan,male,overall,overall,62.345
2021-01-01,Sabah,P.186 Sandakan,both,overall,overall,121.5
2021-01-01,Sabah,P.186 Sandakan,both,overall,citizen,83.4
2021-01-01,Sabah,P.186 Sandakan,both,overall,noncitizen,38.0
2021-01-01,Sabah,P.186 Sandakan,female,overall,overall,59.1
2021-01-01,Sabah,P.186 Sandakan,male,overall,overall,62.3
2022-01-01,Sabah,P.186 Sandakan,both,overall,overall,120.7
2022-01-01,Sabah,P.186 Sandakan,both,overall,citizen,84.8
2022-01-01,Sabah,P.186 Sandakan,both,overall,noncitizen,35.8
2022-01-01,Sabah,P.186 Sandakan,female,overall,overall,58.8
2022-01-01,Sabah,P.186 Sandakan,male,overall,overall,61.9
2020-01-01,Sabah,P.187 Kinabatangan,both,overall,overall,216.087
2020-01-01,Sabah,P.187 Kinabatangan,both,overall,citizen,79.593
2020-01-01,Sabah,P.187 Kinabatangan,both,overall,noncitizen,136.494
2020-01-01,Sabah,P.187 Kinabatangan,female,overall,overall,97.198
2020-01-01,Sabah,P.187 Kinabatangan,male,overall,overall,118.889
2021-01-01,Sabah,P.187 Kinabatangan,both,overall,overall,215.7
2021-01-01,Sabah,P.187 Kinabatangan,both,overall,citizen,82.3
2021-01-01,Sabah,P.187 Kinabatangan,both,overall,noncitizen,133.4
2021-01-01,Sabah,P.187 Kinabatangan,female,overall,overall,96.8
2021-01-01,Sabah,P.187 Kinabatangan,male,overall,overall,118.9
2022-01-01,Sabah,P.187 Kinabatangan,both,overall,overall,214.3
2022-01-01,Sabah,P.187 Kinabatangan,both,overall,citizen,85.6
2022-01-01,Sabah,P.187 Kinabatangan,both,overall,noncitizen,128.699
2022-01-01,Sabah,P.187 Kinabatangan,female,overall,overall,96.4
2022-01-01,Sabah,P.187 Kinabatangan,male,overall,overall,118.0
2020-01-01,Sabah,P.188 Lahad Datu,both,overall,overall,299.55
2020-01-01,Sabah,P.188 Lahad Datu,both,overall,citizen,180.519
2020-01-01,Sabah,P.188 Lahad Datu,both,overall,noncitizen,119.031
2020-01-01,Sabah,P.188 Lahad Datu,female,overall,overall,139.707
2020-01-01,Sabah,P.188 Lahad Datu,male,overall,overall,159.843
2021-01-01,Sabah,P.188 Lahad Datu,both,overall,overall,299.0
2021-01-01,Sabah,P.188 Lahad Datu,both,overall,citizen,184.3
2021-01-01,Sabah,P.188 Lahad Datu,both,overall,noncitizen,114.7
2021-01-01,Sabah,P.188 Lahad Datu,female,overall,overall,139.2
2021-01-01,Sabah,P.188 Lahad Datu,male,overall,overall,159.8
2022-01-01,Sabah,P.188 Lahad Datu,both,overall,overall,297.1
2022-01-01,Sabah,P.188 Lahad Datu,both,overall,citizen,188.5
2022-01-01,Sabah,P.188 Lahad Datu,both,overall,noncitizen,108.6
2022-01-01,Sabah,P.188 Lahad Datu,female,overall,overall,138.5
2022-01-01,Sabah,P.188 Lahad Datu,male,overall,overall,158.6
2020-01-01,Sabah,P.189 Semporna,both,overall,overall,166.587
2020-01-01,Sabah,P.189 Semporna,both,overall,citizen,102.74
2020-01-01,Sabah,P.189 Semporna,both,overall,noncitizen,63.847
2020-01-01,Sabah,P.189 Semporna,female,overall,overall,81.186
2020-01-01,Sabah,P.189 Semporna,male,overall,overall,85.401
2021-01-01,Sabah,P.189 Semporna,both,overall,overall,166.3
2021-01-01,Sabah,P.189 Semporna,both,overall,citizen,104.9
2021-01-01,Sabah,P.189 Semporna,both,overall,noncitizen,61.4
2021-01-01,Sabah,P.189 Semporna,female,overall,overall,80.9
2021-01-01,Sabah,P.189 Semporna,male,overall,overall,85.4
2022-01-01,Sabah,P.189 Semporna,both,overall,overall,165.2
2022-01-01,Sabah,P.189 Semporna,both,overall,citizen,107.2
2022-01-01,Sabah,P.189 Semporna,both,overall,noncitizen,58.0
2022-01-01,Sabah,P.189 Semporna,female,overall,overall,80.5
2022-01-01,Sabah,P.189 Semporna,male,overall,overall,84.7
2020-01-01,Sabah,P.190 Tawau,both,overall,overall,230.531
2020-01-01,Sabah,P.190 Tawau,both,overall,citizen,155.447
2020-01-01,Sabah,P.190 Tawau,both,overall,noncitizen,75.084
2020-01-01,Sabah,P.190 Tawau,female,overall,overall,109.853
2020-01-01,Sabah,P.190 Tawau,male,overall,overall,120.678
2021-01-01,Sabah,P.190 Tawau,both,overall,overall,230.1
2021-01-01,Sabah,P.190 Tawau,both,overall,citizen,158.0
2021-01-01,Sabah,P.190 Tawau,both,overall,noncitizen,72.1
2021-01-01,Sabah,P.190 Tawau,female,overall,overall,109.5
2021-01-01,Sabah,P.190 Tawau,male,overall,overall,120.7
2022-01-01,Sabah,P.190 Tawau,both,overall,overall,228.6
2022-01-01,Sabah,P.190 Tawau,both,overall,citizen,160.6
2022-01-01,Sabah,P.190 Tawau,both,overall,noncitizen,68.0
2022-01-01,Sabah,P.190 Tawau,female,overall,overall,108.9
2022-01-01,Sabah,P.190 Tawau,male,overall,overall,119.7
2020-01-01,Sabah,P.191 Kalabakan,both,overall,overall,188.656
2020-01-01,Sabah,P.191 Kalabakan,both,overall,citizen,125.038
2020-01-01,Sabah,P.191 Kalabakan,both,overall,noncitizen,63.618
2020-01-01,Sabah,P.191 Kalabakan,female,overall,overall,89.392
2020-01-01,Sabah,P.191 Kalabakan,male,overall,overall,99.264
2021-01-01,Sabah,P.191 Kalabakan,both,overall,overall,188.3
2021-01-01,Sabah,P.191 Kalabakan,both,overall,citizen,127.0
2021-01-01,Sabah,P.191 Kalabakan,both,overall,noncitizen,61.3
2021-01-01,Sabah,P.191 Kalabakan,female,overall,overall,89.1
2021-01-01,Sabah,P.191 Kalabakan,male,overall,overall,99.2
2022-01-01,Sabah,P.191 Kalabakan,both,overall,overall,187.1
2022-01-01,Sabah,P.191 Kalabakan,both,overall,citizen,129.0
