date,state,parlimen,dun,sex,age,ethnicity,population
2021-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,both,overall,noncitizen,3.9
2021-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,female,overall,overall,12.9
2021-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,male,overall,overall,16.7
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,both,overall,overall,29.6
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,both,overall,citizen,25.9
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,both,overall,noncitizen,3.6
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,female,overall,overall,12.9
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,male,overall,overall,16.7
2020-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,overall,104.148
2020-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,citizen,95.908
2020-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,noncitizen,8.24
2020-01-01,Johor,P.152 Kluang,N.28 Mengkibol,female,overall,overall,48.206
2020-01-01,Johor,P.152 Kluang,N.28 Mengkibol,male,overall,overall,55.942
2021-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,overall,104.4
2021-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,citizen,96.7
2021-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,noncitizen,7.7
2021-01-01,Johor,P.152 Kluang,N.28 Mengkibol,female,overall,overall,48.5
2021-01-01,Johor,P.152 Kluang,N.28 Mengkibol,male,overall,overall,55.9
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,overall,104.5
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,citizen,97.4
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,both,overall,noncitizen,7.1
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,female,overall,overall,48.8
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,male,overall,overall,55.7
2020-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,overall,79.707
2020-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,citizen,73.486
2020-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,noncitizen,6.221
2020-01-01,Johor,P.152 Kluang,N.29 Mahkota,female,overall,overall,36.84
2020-01-01,Johor,P.152 Kluang,N.29 Mahkota,male,overall,overall,42.867
2021-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,overall,79.9
2021-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,citizen,74.1
2021-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,noncitizen,5.8
2021-01-01,Johor,P.152 Kluang,N.29 Mahkota,female,overall,overall,37.1
2021-01-01,Johor,P.152 Kluang,N.29 Mahkota,male,overall,overall,42.8
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,overall,80.0
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,citizen,74.6
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,both,overall,noncitizen,5.4
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,female,overall,overall,37.3
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,male,overall,overall,42.7
2020-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,overall,32.407
2020-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,citizen,26.514
2020-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,noncitizen,5.893
2020-01-01,Johor,P.153 Sembrong,N.30 Paloh,female,overall,overall,12.146
2020-01-01,Johor,P.153 Sembrong,N.30 Paloh,male,overall,overall,20.261
2021-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,overall,32.5
2021-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,citizen,26.9
2021-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,noncitizen,5.5
2021-01-01,Johor,P.153 Sembrong,N.30 Paloh,female,overall,overall,12.3
2021-01-01,Johor,P.153 Sembrong,N.30 Paloh,male,overall,overall,20.2
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,overall,32.5
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,citizen,27.3
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,both,overall,noncitizen,5.2
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,female,overall,overall,12.3
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,male,overall,overall,20.2
2020-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,overall,31.214
2020-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,citizen,28.138
2020-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,noncitizen,3.076
2020-01-01,Johor,P.153 Sembrong,N.31 Kahang,female,overall,overall,14.017
2020-01-01,Johor,P.153 Sembrong,N.31 Kahang,male,overall,overall,17.197
2021-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,overall,31.3
2021-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,citizen,28.4
2021-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,noncitizen,2.9
2021-01-01,Johor,P.153 Sembrong,N.31 Kahang,female,overall,overall,14.1
2021-01-01,Johor,P.153 Sembrong,N.31 Kahang,male,overall,overall,17.2
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,overall,31.3
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,citizen,28.7
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,both,overall,noncitizen,2.7
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,female,overall,overall,14.2
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,male,overall,overall,17.1
2020-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,overall,33.245
2020-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,citizen,32.124
2020-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,noncitizen,1.121
2020-01-01,Johor,P.154 Mersing,N.32 Endau,female,overall,overall,16.139
2020-01-01,Johor,P.154 Mersing,N.32 Endau,male,overall,overall,17.106
2021-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,overall,33.3
2021-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,citizen,32.299
2021-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,noncitizen,1.0
2021-01-01,Johor,P.154 Mersing,N.32 Endau,female,overall,overall,16.2
2021-01-01,Johor,P.154 Mersing,N.32 Endau,male,overall,overall,17.1
2022-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,overall,33.4
2022-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,citizen,32.4
2022-01-01,Johor,P.154 Mersing,N.32 Endau,both,overall,noncitizen,1.0
2022-01-01,Johor,P.154 Mersing,N.32 Endau,female,overall,overall,16.3
2022-01-01,Johor,P.154 Mersing,N.32 Endau,male,overall,overall,17.0
2020-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,overall,44.95
2020-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,citizen,41.948
2020-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,noncitizen,3.002
2020-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,female,overall,overall,20.117
2020-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,male,overall,overall,24.833
2021-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,overall,45.1
2021-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,citizen,42.3
2021-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,noncitizen,2.8
2021-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,female,overall,overall,20.3
2021-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,male,overall,overall,24.8
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,overall,45.1
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,citizen,42.5
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,both,overall,noncitizen,2.6
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,female,overall,overall,20.4
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,male,overall,overall,24.7
2020-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,overall,54.133
2020-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,citizen,51.035
2020-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,noncitizen,3.098
2020-01-01,Johor,P.155 Tenggara,N.34 Panti,female,overall,overall,26.133
2020-01-01,Johor,P.155 Tenggara,N.34 Panti,male,overall,overall,28.0
2021-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,overall,54.3
2021-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,citizen,51.4
2021-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,noncitizen,2.9
2021-01-01,Johor,P.155 Tenggara,N.34 Panti,female,overall,overall,26.3
2021-01-01,Johor,P.155 Tenggara,N.34 Panti,male,overall,overall,28.0
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,overall,54.3
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,citizen,51.7
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,both,overall,noncitizen,2.7
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,female,overall,overall,26.4
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,male,overall,overall,27.9
2020-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,overall,40.041
2020-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,citizen,38.251
2020-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,noncitizen,1.79
2020-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,female,overall,overall,18.962
2020-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,male,overall,overall,21.079
2021-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,overall,40.1
2021-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,citizen,38.5
2021-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,noncitizen,1.7
2021-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,female,overall,overall,19.1
2021-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,male,overall,overall,21.1
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,overall,40.2
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,citizen,38.6
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,both,overall,noncitizen,1.5
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,female,overall,overall,19.2
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,male,overall,overall,21.0
2020-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,overall,27.508
2020-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,citizen,25.797
2020-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,noncitizen,1.711
2020-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,female,overall,overall,12.803
2020-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,male,overall,overall,14.705
2021-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,overall,27.6
2021-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,citizen,26.0
2021-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,noncitizen,1.6
2021-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,female,overall,overall,12.9
2021-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,male,overall,overall,14.7
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,overall,27.6
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,citizen,26.1
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,both,overall,noncitizen,1.5
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,female,overall,overall,13.0
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,male,overall,overall,14.6
2020-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,overall,29.869
2020-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,citizen,27.165
2020-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,noncitizen,2.704
2020-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,female,overall,overall,14.077
2020-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,male,overall,overall,15.792
2021-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,overall,29.9
2021-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,citizen,27.4
2021-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,noncitizen,2.5
2021-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,female,overall,overall,14.2
2021-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,male,overall,overall,15.8
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,overall,30.0
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,citizen,27.6
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,both,overall,noncitizen,2.3
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,female,overall,overall,14.2
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,male,overall,overall,15.7
2020-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,overall,40.534
2020-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,citizen,38.51
2020-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,noncitizen,2.024
2020-01-01,Johor,P.157 Pengerang,N.38 Penawar,female,overall,overall,19.136
2020-01-01,Johor,P.157 Pengerang,N.38 Penawar,male,overall,overall,21.398
2021-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,overall,40.6
2021-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,citizen,38.8
2021-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,noncitizen,1.9
2021-01-01,Johor,P.157 Pengerang,N.38 Penawar,female,overall,overall,19.3
2021-01-01,Johor,P.157 Pengerang,N.38 Penawar,male,overall,overall,21.4
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,overall,40.7
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,citizen,38.9
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,both,overall,noncitizen,1.7
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,female,overall,overall,19.4
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,male,overall,overall,21.3
2020-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,overall,30.297
2020-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,citizen,27.817
2020-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,noncitizen,2.48
2020-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,female,overall,overall,12.849
2020-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,male,overall,overall,17.448
2021-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,overall,30.4
2021-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,citizen,28.1
2021-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,noncitizen,2.3
2021-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,female,overall,overall,12.9
2021-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,male,overall,overall,17.4
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,overall,30.4
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,citizen,28.3
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,both,overall,noncitizen,2.1
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,female,overall,overall,13.0
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,male,overall,overall,17.4
2020-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,overall,203.056
2020-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,citizen,187.199
2020-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,noncitizen,15.857
2020-01-01,Johor,P.158 Tebrau,N.40 Tiram,female,overall,overall,92.697
2020-01-01,Johor,P.158 Tebrau,N.40 Tiram,male,overall,overall,110.359
2021-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,overall,203.6
2021-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,citizen,188.8
2021-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,noncitizen,14.8
2021-01-01,Johor,P.158 Tebrau,N.40 Tiram,female,overall,overall,93.3
2021-01-01,Johor,P.158 Tebrau,N.40 Tiram,male,overall,overall,110.2
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,overall,203.7
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,citizen,190.1
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,both,overall,noncitizen,13.7
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,female,overall,overall,93.8
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,male,overall,overall,109.9
2020-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,overall,272.211
2020-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,citizen,253.687
2020-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,noncitizen,18.524
2020-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,female,overall,overall,129.237
2020-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,male,overall,overall,142.974
2021-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,overall,272.9
2021-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,citizen,255.6
2021-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,noncitizen,17.3
2021-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,female,overall,overall,130.1
2021-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,male,overall,overall,142.8
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,overall,273.1
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,citizen,257.1
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,both,overall,noncitizen,16.0
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,female,overall,overall,130.8
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,male,overall,overall,142.3
2020-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,overall,152.873
2020-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,citizen,143.585
2020-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,noncitizen,9.288
2020-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,female,overall,overall,72.037
2020-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,male,overall,overall,80.836
2021-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,overall,153.3
2021-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,citizen,144.6
2021-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,noncitizen,8.7
2021-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,female,overall,overall,72.5
2021-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,male,overall,overall,80.7
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,overall,153.4
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,citizen,145.4
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,both,overall,noncitizen,8.0
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,female,overall,overall,72.9
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,male,overall,overall,80.5
2020-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,overall,207.748
2020-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,citizen,188.566
2020-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,noncitizen,19.182
2020-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,female,overall,overall,94.257
2020-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,male,overall,overall,113.491
2021-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,overall,208.3
2021-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,citizen,190.4
2021-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,noncitizen,17.9
2021-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,female,overall,overall,94.9
2021-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,male,overall,overall,113.4
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,overall,208.4
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,citizen,191.8
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,both,overall,noncitizen,16.6
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,female,overall,overall,95.4
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,male,overall,overall,113.1
2020-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,overall,99.268
2020-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,citizen,92.749
2020-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,noncitizen,6.519
2020-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,female,overall,overall,48.115
2020-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,male,overall,overall,51.153
2021-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,overall,99.5
2021-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,citizen,93.4
2021-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,noncitizen,6.1
2021-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,female,overall,overall,48.4
2021-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,male,overall,overall,51.1
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,overall,99.6
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,citizen,94.0
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,both,overall,noncitizen,5.6
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,female,overall,overall,48.7
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,male,overall,overall,50.9
2020-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,overall,78.555
2020-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,citizen,72.333
2020-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,noncitizen,6.222
2020-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,female,overall,overall,37.469
2020-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,male,overall,overall,41.086
2021-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,overall,78.8
2021-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,citizen,72.9
2021-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,noncitizen,5.8
2021-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,female,overall,overall,37.7
2021-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,male,overall,overall,41.0
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,overall,78.8
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,citizen,73.4
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,both,overall,noncitizen,5.4
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,female,overall,overall,37.9
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,male,overall,overall,40.9
2020-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,overall,189.758
2020-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,citizen,182.305
2020-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,noncitizen,7.453
2020-01-01,Johor,P.161 Pulai,N.46 Perling,female,overall,overall,91.665
2020-01-01,Johor,P.161 Pulai,N.46 Perling,male,overall,overall,98.093
2021-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,overall,190.2
2021-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,citizen,183.3
2021-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,noncitizen,7.0
2021-01-01,Johor,P.161 Pulai,N.46 Perling,female,overall,overall,92.2
2021-01-01,Johor,P.161 Pulai,N.46 Perling,male,overall,overall,98.0
2022-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,overall,190.4
2022-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,citizen,183.9
2022-01-01,Johor,P.161 Pulai,N.46 Perling,both,overall,noncitizen,6.4
2022-01-01,Johor,P.161 Pulai,N.46 Perling,female,overall,overall,92.7
2022-01-01,Johor,P.161 Pulai,N.46 Perling,male,overall,overall,97.6
2020-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.118
2020-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,91.678
2020-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,10.44
2020-01-01,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.341
2020-01-01,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.777
2021-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.4
2021-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,92.6
2021-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,9.8
2021-01-01,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.7
2021-01-01,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.7
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.5
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,93.4
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,9.0
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.9
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.5
2020-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,overall,137.832
2020-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,citizen,132.522
2020-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,noncitizen,5.31
2020-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,female,overall,overall,64.955
2020-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,male,overall,overall,72.877
2021-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,overall,138.2
